Accession,E2vE3_Fold_change,E4vE3_Fold_change
D3YWQ0,-0.0617741540353677,-0.0967194433887927
D3YXJ0,-0.0235432157855458,0.0136640560281796
D3YZI9,-0.042688975581639,0.0568443750204036
D3YZP9,0.0427139730842119,0.0521358944804801
D3YZU1,-0.3123846080644747,-0.2188899234272518
D3Z7P3,0.0311088721087482,0.0256091259328292
E9PUL5,-0.291366986235393,-0.19977628536505
E9PV24,0.1768777175555218,-0.0466656297179068
E9PVA8,0.0632082405014516,-0.0269884781091745
E9PWZ3,0.0595071559872297,0.3147202991233138
E9Q1P8,-0.1805946560390931,0.3016767596538487
E9Q3L2,-0.1145632725307583,-0.1154320244213148
E9Q401,-0.0140466741921016,-0.048304740598876
E9Q6P5,-0.0272917027256434,-0.0476921758457865
E9Q735,0.076515981486354,0.114226466424178
E9Q8I9,-0.0266495837459699,-0.0397691978665172
E9Q912,0.0345780685649571,0.0968889577461457
E9QAT4,0.0723231012298567,0.0836269305451411
F6SEU4,-0.118950459718682,-0.0954774789328928
F6ZDS4,0.0434890131160985,0.0467298596723665
F8VPK0,-0.0027823784912414,0.0316411504305172
F8VPU2,0.0039115542024455,-0.0525586861469733
F8VPU6,0.061824092394414,-0.0224723340337659
F8VPZ3,-0.0402983656153498,
G3X8U3,0.070882996142212,0.1127502671328237
G3X9K3,-0.0581871665094419,0.0521848852471112
G5E829,-0.2441651904383542,-0.3124423376860048
G5E8K5,-0.0900320466555586,-0.1549043410188797
G5E8V9,0.0109481000498044,0.0403544075967393
O08528,0.0489503745070799,-0.0019186469486998
O08529,0.0074965919606385,0.0445495305843121
O08532,-0.076570264661983,-0.0992501755225899
O08539,0.0101973553576663,0.0410487812098151
O08547,-0.0484822837807356,-0.0771032930038001
O08553,0.0745739904264105,0.0979280556568053
O08576,0.0173704937340227,0.0048055601046159
O08582,0.0163440948944571,0.0643800492415878
O08583,-0.0154729623998174,-0.0035462954490969
O08585,-0.1242979824316517,-0.0347494332898023
O08586,0.0559520057394021,0.0670367923701295
O08599,-0.0300666214146632,-0.0314006899202682
O08648,-0.1061248019505698,0.0211902433572548
O08663,0.0161434217308718,-0.0099923295887431
O08709,0.0397435627435525,0.0738557311260858
O08739,0.075049620222215,-0.1044223063361231
O08749,0.0047012366613367,0.0233337233733518
O08756,-0.0534666730457999,0.0511440257383722
O08759,-0.0146343149367337,0.0611331246505436
O08784,-0.0536781528969992,-0.1664866139326022
O08788,-0.0037438174121768,0.0150078299542126
O08795,-0.0137074200220912,0.0123361712880257
O08807,0.1344533407288608,-0.0233333069767956
O08808,-0.3018721121973219,0.0925514012323142
O08848,0.0243574053746837,0.0453002069618031
O08914,-0.0796121889583753,-0.1143776551350067
O08915,0.1195278495241489,0.072889212451016
O08917,-0.1153566698208714,-0.2653899236712214
O08919,0.0213947582742145,-0.0813308724377132
O08989,-0.0701305275180122,0.0233045998057357
O08997,0.0399752013357721,0.0453425953624997
O09061,0.0987160446459892,0.0759691112718041
O09131,0.0320631321279719,0.0923942719686123
O09167,-0.0358141741449699,-0.0164869222370589
O09172,0.0711064333176329,0.0372357721916911
O35083,-0.049588629746504,-0.0320162215078631
O35098,0.0683183851266807,0.0804269512133128
O35136,-0.0995306112231511,-0.1499421126751047
O35143,-0.1416657928153833,-0.1579990102295463
O35215,0.032130130391187,0.0787237612015342
O35226,0.0400657084095385,0.0669493960657434
O35239,0.0987647246587067,0.1353633447506451
O35250,-0.0242994832143802,-0.0070037036163154
O35286,0.0387028840266999,0.0287336635991174
O35295,-0.0584881903912319,0.036937627044818
O35326,-0.0662082945239208,0.0147697677895445
O35343,0.0897690368959086,0.0771401621524285
O35344,0.0952802673194365,0.0202464414964534
O35350,-0.1090538682146909,-0.0280288762493586
O35381,-0.0037682034283185,0.0289193627756964
O35382,0.0153951625709493,-0.0137870920715359
O35405,0.0102390262020927,0.0254854091757095
O35459,0.1073121196545934,0.0493533365276559
O35465,-0.106701015044208,-0.0535404190232187
O35495,0.0294625812143205,0.0526656661696296
O35526,-0.1803048802113067,-0.2436202696756019
O35551,0.1404331002696759,0.0875110391684328
O35593,0.0462421234095466,0.0906882016030852
O35609,-0.0668100031675164,-0.0482102950605334
O35621,0.134957322911731,0.035099895805662
O35633,-0.0205118541885576,-0.0542063637586461
O35639,-0.0245165624078817,0.0947491594957135
O35643,0.021197877385929,0.0297818039462045
O35658,-0.0090749190086905,0.0312374350112555
O35678,-0.0075188289262799,0.0076840312048711
O35684,-0.1439428754812963,
O35685,0.1673360941535308,0.0410089782839028
O35737,0.070459167662723,-0.0147937047684723
O35841,0.0038033376061782,0.0291878789382297
O35855,-0.0468137896064455,-0.0839168405758924
O35857,-0.0033202962926342,-0.0310327538017139
O35864,0.0338201511802312,0.0670347434156361
O35874,-0.0478626269803227,-0.4621071773346534
O35887,-0.0093701880846294,-0.0164441233964477
O35900,-0.1907398673337386,0.0840902910606434
O35926,0.0719736264044356,
O35927,-0.1149854693633542,-0.1972373819911709
O35943,-0.021461058933789,0.1660653375668123
O35945,0.0782700414078997,0.0550849068456151
O35954,-0.0625760515123372,-0.0308468068256191
O35969,0.0238735490039596,0.0733262137380768
O54724,-0.0182747260956531,-0.0120253602147649
O54774,0.0326749788294613,0.0332234257854228
O54781,-0.043682384105971,0.0471940785476593
O54786,0.0045364720664051,0.0501643845092697
O54818,-0.059566437588919,-0.0648696776675259
O54829,-0.0329520474168771,-0.026217938732772
O54833,-0.0010028632231401,0.0130256880374069
O54865,0.0186172301275459,0.0311214128357509
O54879,0.1603105490282428,0.0765377617637645
O54901,-0.1485459378738475,-0.2722063872363974
O54916,0.0088514159625376,0.0869093710120094
O54950,0.0623250854015305,0.0046641567399089
O54983,0.123129817336509,0.0551896034692996
O54984,0.0138575087042423,0.0729518354183267
O54988,0.0680382059451161,0.0491168096430618
O54991,0.0030211324144923,-0.1842996664979565
O55013,-0.0660705351294203,0.028552959093145
O55022,-0.0854864520242,-0.0334014036721999
O55023,0.0791536991833963,0.1041475448383695
O55029,0.1129111833454076,0.0439857455980265
O55042,0.1009864717100979,0.0433621948693676
O55057,0.026841367142656,0.0731731998804327
O55060,0.2018573729720928,0.0803975473197805
O55091,0.0664119345713871,0.0852467109510736
O55100,-0.1940446435836688,-0.1583012584739475
O55103,-0.6793165252229243,
O55106,-0.0021033207100784,-0.0012847850075859
O55125,-0.1317795699560643,0.0110630426236046
O55126,-0.10512122464107,0.0342395435777441
O55131,-0.0589982853345642,0.0066670818926918
O55135,-0.0162543789597047,0.0555656114235977
O55142,-0.0541020666809664,-0.1765586581454889
O55143,-0.0351260448023307,-0.0758326683653566
O55201,-0.0300156472739308,0.0783087819976692
O55222,0.0295715967844987,0.025813424841127
O55229,0.0021224275090222,0.0959423268606828
O55234,0.0701266637559053,0.0672795136936362
O70139,-0.1061519470086932,0.1589577450897906
O70161,0.0585061161769125,0.0394639363632779
O70172,0.015322139255061,0.0150378436063179
O70194,0.0926974187687274,-0.0017043085137004
O70250,-0.0460496710595779,-0.0039459499358322
O70251,-0.0353859204718208,0.0361726569367236
O70252,-0.053163124600743,-0.0519318731365495
O70305,-0.0270720009528488,-0.0332635447131229
O70310,0.0045159256906019,0.0003508387426936
O70311,-0.0405801494472351,0.0473819273527
O70318,0.0068171728508699,-0.0130864015469073
O70325,0.0663424321793343,0.017906136485413
O70400,0.0098129291630453,-0.0441426225315462
O70435,0.1095137405043166,0.1443124408875206
O70439,-0.1263316666982478,-0.100630467994418
O70443,-0.2395042098127091,-0.1933737803956471
O70475,-0.96670850766122,-0.4336462791107541
O70480,-0.0180687865161798,-0.1085537872708953
O70492,-0.0863043552145833,0.039919337348784
O70493,-0.0525166430162528,0.0257977393264867
O70503,-0.0612977933299214,-0.0210152878078211
O70551,0.2374055606494476,-0.0893431032496535
O70589,-0.0120188484016833,-0.0259304346425166
O70591,-0.043964764964841,0.0710165196373421
O88271,-0.0662996709581228,0.1058078432033596
O88342,0.0813091827802889,0.0880631777489187
O88343,-0.1829360054321166,-0.3134339913488663
O88384,-0.1632901122821425,0.015573293665565
O88447,0.0410630163677369,0.0633835206685627
O88448,0.0280827957631023,-0.0020209962635792
O88456,0.0340484700216277,0.0416640087281213
O88485,0.0146602369685825,0.0379760337289273
O88487,-0.0234287549746308,-0.0253330785970605
O88531,-0.0097921204520107,0.0512773065963954
O88532,0.0189575348434845,0.0392301379279719
O88533,0.1701670786761769,0.0963421499752765
O88543,-0.0020550663083124,0.0605931978901415
O88544,-0.0641007435143804,0.0525612190966628
O88545,0.090056968351712,0.0838053050708234
O88569,-0.0261981307119442,0.0688111154801849
O88587,0.0216711202904533,0.0808410450132271
O88597,0.1815769872525293,-0.0531801449628381
O88643,0.0179637902912297,0.0453199165384722
O88685,0.041895564787679,0.0625835881959434
O88696,-0.0170369507549543,-0.0365854750925554
O88703,0.0065760626171335,-0.3241478425204955
O88704,-0.0759802986273428,-0.0523682710496117
O88712,0.040091709580376,0.0298781654487023
O88735,-0.1015549577527319,-0.0531858121078206
O88737,-0.0174476461073194,-0.1067287287070247
O88738,-0.0820547079957045,0.0066553475950942
O88746,0.0152996527124748,0.0265632404923414
O88844,0.1043408287107824,0.0899829038175954
O88845,-0.0256512104806842,-0.0975874482509419
O88848,-0.0339892504307022,0.0480121885595874
O88851,0.0248008684052071,0.0705199962954112
O88910,0.0722863116319156,-0.1378914315966748
O88935,0.0254594722743065,0.0347911350406104
O88952,-0.0379061904132021,-0.1076472857917084
O88958,0.0044662387123102,0.1072044717760815
O88986,0.0954744674002279,-0.1002547275370687
O89017,-0.1192964588137285,
O89023,-0.0247357243921498,0.0278553140852268
O89053,0.026261584880688,0.0221351446058401
O89079,0.0057051498950904,0.0686076295036144
O89084,0.0317523326892406,-0.104961705066337
O89086,-0.0393964876901895,0.01037249059414
O89112,0.0239924208607021,0.0305485440113454
P00329,-1.0856180687639343,-0.791190154572102
P00366,0.2743100228338883,0.0767624558651874
P00405,-0.1167279562572722,-0.3893219355547938
P00493,0.042901029970616,0.0886005124920097
P00760,-0.1379214074673386,0.0056170104916215
P00761,0.1638791090666034,0.1056531084474297
P00883,0.2808758774782354,-0.0934251846906012
P00920,0.1067629191390491,0.0508249188785808
P01027,0.0218547468230945,0.020305246701006
P01831,-0.1718788773995777,-0.247680681426143
P01867,0.5196955550427161,
P01872,0.8484265391153489,
P01942,0.0059789615589772,-0.2382909890412423
P02088,0.027231916170798,-0.2049622642525907
P02089,-0.3122733795389947,
P02769,0.0294635648636775,-0.4338158294715915
P03911,-0.1754537904936131,-0.3799391595383775
P03995,-0.037930376323941,0.0825801438014618
P04104,0.4621317264332861,
P04247,0.1653076542696326,
P04264,0.3858029587600745,-0.1983417957053553
P04370,-0.1121196106915699,-0.0398657955392414
P04627,0.0059150178326466,-0.0347316961567075
P04919,-0.1696889625233492,-1.5635866543256147
P05063,0.093809979949094,0.116059798250049
P05064,0.0619840324284489,0.0684171834392709
P05132,0.0756980652276929,-0.0061298078901253
P05201,0.0725326876723298,0.0843790214044259
P05202,-0.0104751579603325,0.0615766348462001
P05214,0.0897842742468201,0.0557872692122225
P05480,-0.031192440313891,-0.0928652173910579
P06151,0.1317173417769777,0.1045180633405011
P06537,-0.2249386657003708,0.2213252503561571
P06728,0.1446267544536549,
P06732,0.1437660913730588,0.0164904123020008
P06745,0.10719788906172,0.1159984274387448
P06801,0.0991290995345546,0.057900047693869
P06837,0.0705236818406542,-0.1145292538171354
P06880,2.437464676366972,0.1686661081953944
P07309,0.0629624055767449,-0.0198782118144691
P07310,-0.008598665932436,-0.0612071264369263
P07356,-0.0078604417311879,0.0121278916835317
P07724,0.0925806451837043,-0.2304413542355116
P07759,0.0331668468153878,-0.1354614791220894
P07901,0.0926747759617107,0.0695053938081761
P08003,0.0366986046892359,-0.0111396096950548
P08030,-0.027364319829939,0.086051721849279
P08032,0.0689432850745175,
P08074,-0.2893437494021635,-0.7697503857765889
P08113,0.0482362679866587,0.0379131120612354
P08226,0.6607756555643898,-0.0846711573394373
P08228,0.0385990629314336,0.0990492675432345
P08249,0.0290598462133018,0.067916249497398
P08414,0.0789850182043173,0.0069368799497975
P08551,-0.0321455349980947,0.0969497180327185
P08553,-0.0114050446645888,0.0747195544047817
P08752,-0.1918373934743402,-0.136543857347218
P08775,-0.0149862670486493,-0.0591052523886089
P09103,0.0354666188940912,0.0219588513522242
P09211,0.0064255930201311,0.1195550500300452
P09405,-0.0420833535518049,0.0017861391490452
P09411,0.0889930589037573,0.104211358002395
P09528,-0.0395995203498417,0.005998364485758
P09541,-0.0718228242127179,-0.0995175425625794
P09671,-0.0110060387343857,0.064824645424486
P0C0A3,0.06606046872766,-0.094083335714018
P0C605,-0.0148987844992953,
P0C7L0,0.1025843591422331,0.0735947034471241
P10126,0.073557426352497,0.0227153109871212
P10518,0.0842189718597518,0.1167119893162624
P10605,0.0048471819423946,0.1090452393022909
P10630,0.0405888209929929,0.0713529695899005
P10637,0.0487207829883642,0.0467379717862957
P10639,0.0852321224154841,0.0470942104056885
P10649,0.0231473734843983,0.1020841581119088
P10711,0.0372677317866011,0.0768763221700327
P10852,-0.2282351621081233,-0.2780640812783958
P11031,0.0735541876839395,0.1014137716643208
P11352,-0.0044620809149902,0.0492398353605438
P11404,0.0334531553745755,0.1347373115915497
P11499,0.0609530745067663,0.0747383388359134
P11531,-0.00654590804295,-0.0588993367896529
P11627,0.0284765518237241,-0.0876820842692988
P11679,-0.3752204241232836,-0.4218017581528662
P11798,-0.1110571423012627,-0.1583900487624671
P11881,-0.0303533748990861,-0.1174510997784654
P11983,0.0405025359231912,0.0590212918458274
P12023,-0.0216539082975113,0.0100507161426735
P12367,-0.0352419630880959,0.042221632532617
P12382,0.0440161834654034,0.1422226806260366
P12658,0.0499065586360158,0.0084074285725788
P12660,-0.4721658967227821,-0.4206476170873533
P12787,-0.2918727261196745,-0.3948164824065438
P12815,-0.0722156096671903,-0.0378538242092769
P12849,-0.0524630649625642,-0.0687833121597244
P12960,0.0140535599741188,0.028700333868153
P12970,-0.0354161314365216,-0.0191937591103573
P13020,-0.003016545604629,-0.0075875327163951
P13439,0.0085696801933977,0.1243119427385963
P13595,-0.0586568204521314,-0.0578674150887342
P13634,0.0730215195548867,-0.3556169827202498
P13645,0.3164122896036883,-0.1679015058456915
P13707,0.0779476244806802,0.0760553229925044
P14094,-0.2265250818126569,-0.2961550393239355
P14106,-0.2039881456851157,0.0453855490479618
P14115,-0.0433757339309278,-0.0016707937752548
P14131,-0.0388421445070798,-0.0145712464453799
P14148,-0.1181937462393837,-0.019813837476216
P14152,0.1025009861849988,0.1216471545007773
P14206,0.0092545728984415,0.0217012718207841
P14211,0.0116781329967666,0.015252812465344
P14231,-0.2130560333927826,-0.3450805216346583
P14602,-0.0665803271013047,0.2275534865507087
P14685,0.0622925056331031,0.0679217664580399
P14824,-0.114341904355854,-0.1980741018417456
P14869,-0.0231659943150415,0.0177618543998183
P14873,0.003873479400997,0.0025544530091402
P15105,0.0286847747043159,0.111538222020879
P15116,0.054813976042564,-0.2405151260714381
P15327,0.0660071726633478,-0.0417925622463841
P15508,-0.1165951634360531,-0.1002227499178943
P15532,0.0765771470393691,0.0906944436565867
P15626,-0.6666880653115458,-0.2725430066475442
P16014,0.9644736156145598,1.7653906217249744
P16015,-0.0351167725717208,0.0637722868363864
P16045,0.0211988602916415,0.1599993594288608
P16054,0.0615609218266043,0.0608839092876992
P16125,0.1042587346306221,0.0951353274907355
P16330,-0.009768852736941,0.0044826713456067
P16332,0.050188459905115,0.0880158356794994
P16460,0.1066963125663543,0.0459291225648942
P16546,-0.0598164434251718,-0.0665893566371828
P16627,-0.0003875014997042,0.0419989910053253
P16675,-0.0131340296718878,0.0613991995589689
P16858,0.0400406635525408,0.1027663125591234
P17047,-0.0378268608902007,-0.1609190657556907
P17156,0.0188180242944296,0.0525088825858559
P17182,0.0800906864430422,0.0987324353326837
P17183,0.0788280821978972,0.1098600204517365
P17225,-0.0079903423611322,-0.0428480924370763
P17426,-0.0280938595867571,0.0056860279621103
P17427,-0.0094973764046718,0.0080326205586315
P17563,0.0540039541619522,0.1201837981124434
P17710,0.0208943923874904,0.0462237529272803
P17742,0.0923327328580932,0.1735913942026833
P17751,0.0818297290607668,0.1429751291996512
P17809,-0.0700270424419018,-0.2919259656153052
P18242,0.0429246196340298,0.0356591030778914
P18572,-0.2233896887510324,-0.3827950447227443
P18653,0.0930044652612557,0.0559044121714238
P18654,-0.0784459128112805,-0.1235512125654721
P18760,0.0913798268868206,0.0528823311153972
P18826,-0.1012046499389396,-0.0273273439954748
P18872,-0.1851801848658481,-0.1727196626236977
P19096,0.0780063284276155,0.0717751942884604
P19157,0.0348217280804344,0.0691690733464629
P19246,0.0262851284997674,0.0475526532903373
P19253,-0.0639011614849184,-0.0474597015110534
P19324,0.0321926212625881,-0.0483783157565754
P19783,-0.1646526875616503,-0.3896925737977101
P20029,0.0132480608332582,-0.0088990588628697
P20060,0.0250312162712229,-0.0195133517624968
P20065,-0.3350569312485044,0.0223427718166466
P20108,0.0091307473342045,0.0388544325357156
P20152,-0.1950971538607135,0.2117473153567193
P20357,0.0228182864478971,0.0268820865533714
P20444,0.0141923857912985,0.0247456987992722
P21107,-0.0535229829958123,0.0499060518749682
P21278,-0.0645076218776155,-0.1856589199892479
P21279,-0.1590634767822478,-0.1656847890490412
P21300,-0.0303465666885708,0.1882194203181762
P21460,-0.0023658045951258,0.0649048136646677
P21550,-0.1028400382691534,0.1054712383607139
P21614,-0.033863788791446,
P21981,-0.1767967025232827,-0.2558203612852255
P22315,-0.0064862375066994,-0.0057770891923494
P22599,0.2127961177984152,-0.2986721949409598
P22682,-0.015591098332162,-0.1067595210209716
P22892,0.0426988159513191,0.0600124578681933
P22907,0.0627049109562064,0.0462913154588118
P23116,0.0800971566589331,0.0202410942698177
P23198,-0.0179532097986917,-0.0299181252671486
P23242,-0.1405975353996028,-0.3166506355382821
P23492,0.1237658165385321,0.1322772463179052
P23506,0.0410384327988573,0.0582272483470898
P23591,0.0591987840579775,0.0863896846297993
P23780,-0.1163734466296132,0.0781041222819542
P23818,0.1268593938547083,0.0103949531722791
P23819,-0.0448317671001838,-0.1353298242993533
P23927,-0.0642195662130743,0.0012930471566314
P23953,0.1693623590904279,-0.4227983091957644
P24270,0.0125471194331717,-0.0903089735318491
P24288,0.0706320007195023,0.0480883832408176
P24369,-0.0073705025367707,-0.0227045549660401
P24452,0.0634362810725428,0.1230218281646889
P24472,0.0014434118839487,0.0509354745501368
P24527,0.1282641001672567,0.0687521010394103
P24529,0.1206248578618255,0.0607870943137907
P24547,0.0257880719129332,0.0793801548492414
P24549,0.0370708294366886,0.0577197979132814
P24668,-0.1201905110532858,0.0118456747862078
P25444,-0.0322289916051111,-0.0110936510463619
P26039,0.032693900717203,0.0389631974982068
P26040,-0.033969278423033,0.0319092784101466
P26041,-0.0026943263588648,-0.0105338374675158
P26043,0.0040758885142879,0.0160640360906864
P26231,0.0949620286395614,-0.0146649753902246
P26339,-0.0003823749614958,-0.3560445492081892
P26350,0.4377453977295232,-0.4544165228538679
P26369,-0.0180598669647934,-0.0120085357973879
P26443,0.0342182383160186,0.0687471163852588
P26516,-0.0069416210048294,0.1135581311952429
P26638,0.0743994611878346,0.0361336814270092
P26645,-0.0830612989779653,-0.1080194320085264
P26883,0.247723898215895,0.0954387085671138
P27546,0.0179789629886672,0.0286050298225654
P27573,-2.2416986943164097,1.054560116356895
P27601,0.0452597468927707,0.100549925687105
P27612,0.1028236078850134,-0.0511152477883987
P27659,-0.0158010109162597,-0.0262390301651421
P27671,-0.0072732052994951,0.0305733902812714
P27773,0.02699391110834,0.0277598041138268
P28028,0.0236961956169527,-0.003678116635068
P28271,0.083493989887178,0.0810475634116531
P28352,0.0820233329386782,-0.0083989905505218
P28474,0.0951641268162893,0.0479365470497876
P28571,0.0313729917822914,0.0224083356017924
P28650,0.1461981490139047,0.0612931232995061
P28651,0.187941360567599,0.010416982089468
P28652,-0.0824965124760864,-0.1219367158304191
P28656,0.0018198677028517,0.0513554001539944
P28658,0.0396723915409219,0.0299451772566934
P28659,-0.0379871190763141,0.1295187799766778
P28660,0.0218651978813764,0.0082037499287358
P28661,-0.0428262461033262,-0.0281189123076202
P28663,-0.1019748120880634,-0.0570108226039714
P28665,0.0303775429275349,-0.0836167000629141
P28738,0.0307597377340438,0.0623918326973372
P28740,-0.0224699618486449,-0.0449204234068435
P28741,0.080746046282723,-0.0143217445326393
P28867,-0.0071331884077859,0.0578278649131646
P29341,0.0022387080216187,0.0369472085564819
P29391,0.0027088156624239,0.0187443063286108
P29416,-0.1106973190068684,-0.1373149013543653
P29758,0.0696302513228799,0.0441063780033896
P30275,0.0080392419201112,-0.0044377575679192
P30416,0.1686271756489672,0.1136965547747548
P30681,-0.172600040209924,0.0847557497748393
P31230,0.0328648196149153,0.0273952237489521
P31254,0.1550983455318519,0.0778892151001773
P31324,0.0056257023858802,0.0126295656154073
P31648,-0.0814091683738817,-0.2773722800240661
P31650,-0.2591933304396602,-0.3055819408984188
P31750,-0.0014434851930575,-0.0457047506949307
P31786,-0.0754960006187495,-0.0300088573157315
P31938,0.0355757168006823,0.0619700704924091
P32020,-0.0364004176020713,-0.0315715323954178
P32037,-0.2213566359185065,-0.2763613459136886
P32067,0.0374688157045983,0.0152001990421898
P32233,-0.094067296311836,-0.0806031442477849
P32261,-0.048302166583906,
P32848,0.0321464592948476,0.1065925831659418
P32921,0.0620571996524543,0.064116023975914
P33173,0.0242536730560839,0.0312010885648899
P33175,-0.1951604794673815,-0.0938584761890375
P34022,-0.023721043655182,0.0010493163348911
P34152,0.0791416648468799,0.0079777231408825
P34884,0.2747086777698286,0.0137494416069141
P34914,0.1266663945920771,0.0191050483511947
P35123,-0.0008980816331545,0.0255847541871018
P35235,0.0413584300762902,0.0321792962357007
P35278,0.028044453713216,0.0146206165483121
P35279,-0.0058936535546516,-0.0189826640378346
P35282,-0.0465300640896983,-0.0199203489472865
P35283,0.0374013769099368,0.0196811196503017
P35288,0.0039792359195432,-0.002431319437789
P35293,0.0083514696405922,-0.0089594226639723
P35486,-0.0407610876249462,-0.0087585868307809
P35505,0.0174648928688513,0.0207555510722785
P35527,0.2655324925812756,-0.1279374398789441
P35564,-0.0797509406565064,-0.0777612970780566
P35585,0.0381905729570537,0.0591116787292258
P35700,0.0362230693473993,0.0561386421013754
P35802,-0.1911758780298688,-0.2807917525118846
P35803,-0.2431321870981466,-0.2349026839879228
P35908,0.1523449921016087,-0.1526185053819129
P35922,0.0199295096104573,
P35979,-0.0161982153104862,0.0093992213646842
P35980,-0.0294699115116578,-0.0160601013757584
P36536,0.1154938478503495,0.1067712141677892
P36916,0.0258177123308642,0.0288127915673049
P36993,0.0507732923675467,0.0713532228989255
P37040,-0.0635062294349207,-0.0872050260839055
P37804,-0.1350558968608476,0.1335378937003378
P38060,0.0421907927900802,-0.0023771909005625
P38585,-0.0099668715174441,0.0083908096017297
P38647,0.0064228872818521,0.0380387687515172
P39053,-0.0059626069351001,0.068319274269327
P39054,-0.0295508064529795,0.0538612033308867
P40124,0.0513990779880881,0.0386370128033026
P40142,0.1256844003522917,0.0806995727817188
P40336,0.0161844510769266,0.0008772881376793
P40936,-1.3147545592875227,
P41105,-0.30253875682848,-0.0328331882686383
P41241,-0.0721495226217544,0.003404421785722
P41778,-0.1561479649776622,-0.1752689947793741
P42125,0.0346460825637428,0.0456672634930169
P42208,-0.0200960063957857,0.0127486412204486
P42225,-0.0453046579848189,0.0967523664564819
P42227,0.017823558837794,0.0824906294134763
P42337,0.065280556739905,
P42567,0.021885550454305,-0.0850778214627177
P42669,0.0263560891707993,0.0009384230137395
P42859,0.0477681469183015,0.0205215959636979
P42932,0.036433474715239,0.0693783829554539
P43006,-0.1863676811168395,-0.3779040951099496
P45376,0.1354210980162574,0.1000980562130773
P45377,0.0163916978635981,0.1463857615521977
P45591,0.0966233290321344,0.0077540435920809
P45878,0.0553576569755846,0.0380436764754506
P45952,0.0189492620490276,0.0792100235680089
P46061,-0.0290201717956111,-0.0538647454837758
P46096,-0.10756745265847,-0.0904519589990232
P46097,-0.0668112216724177,-0.0915207617000784
P46414,-0.0010617680425158,0.0869768503091656
P46460,-0.0161812444168612,-0.0057278578634241
P46467,0.0477156120502283,-0.0493148888532819
P46471,0.0154523235279609,0.0684689038149461
P46638,0.0084390357004946,0.0536754002392937
P46660,-0.0013015435222575,0.0858216860733416
P46664,0.0904106063245653,0.0545203481842382
P46737,-0.0061433247540345,0.0084979341362688
P46935,0.0387556129474944,0.0261803463619178
P47199,0.1184465569009908,0.1217349333056325
P47708,-0.0082284509687013,-0.0372434888647316
P47738,0.0272426320398681,0.0342450930635431
P47740,-0.070057499260504,-0.1203986667587391
P47753,0.0412132919770571,0.009801779865549
P47754,0.0559913863886883,0.0212283794992252
P47757,-0.0175566369432098,0.0265936312692152
P47791,0.0703132632361507,0.0255045808486361
P47809,0.0457281016474297,0.0737383290280473
P47856,0.004577715961935,0.1430848249866003
P47857,0.0879403122627812,0.0701265789402339
P47867,0.0983189042570137,-0.0008242737168694
P47911,-0.0297088818700124,0.0078645078258544
P47934,0.0368861189331358,0.0001461073410699
P47941,0.0256742747834863,0.114190672366812
P47955,0.0965659183886425,-0.1197374366304061
P47962,-0.0232854383173626,0.0313774976242614
P47963,-0.0335092999424515,-0.0295551831825938
P47964,-0.2900428977601932,-0.0593895941060404
P48036,0.0063282132955482,0.0322756441334027
P48193,-0.0013474976936617,-0.1470364002443906
P48318,0.0256342603258171,0.0281286705748468
P48320,0.0425374831812011,0.0287136979584493
